order_item_id,order_id,item_name,item_quantity,item_unit_price,item_total_price
30510,20272,maximize turn-key systems,1,16.86,16.86
30511,20580,iterate bleeding-edge schemas,1,17.56,17.56
30512,20867,grow ubiquitous info-mediaries,3,46.88,140.64000000000001
30513,20252,target cross-platform communities,4,6.11,24.44
30514,20560,engage sticky users,4,36.35,145.4
30515,20696,transition robust solutions,1,37.64,37.64
30516,20832,harness robust systems,3,42.64,127.92
30517,20699,mesh plug-and-play e-business,4,48.85,195.4
30518,20090,target viral metrics,1,48.9,48.9
30519,20446,target dynamic vortals,2,7.94,15.88
30520,20332,empower sticky convergence,3,41.98,125.94
30521,20139,deliver world-class communities,2,34.08,68.16
30522,20357,grow bricks-and-clicks info-mediaries,2,34.13,68.26
30523,20601,synergize ubiquitous initiatives,4,10.78,43.12
30524,20274,expedite vertical channels,4,34.26,137.04
30525,20019,revolutionize global metrics,4,49.21,196.84
30526,20983,cultivate visionary e-markets,3,46.03,138.09
30527,20311,empower dynamic interfaces,2,24.76,49.52
30528,20870,orchestrate magnetic e-tailers,3,6.8,20.4
30529,20886,innovate end-to-end technologies,4,21.3,85.2
30530,20978,architect one-to-one models,2,42.19,84.38
30531,20154,morph bleeding-edge users,3,36.57,109.71000000000001
30532,20390,re-intermediate robust experiences,3,25.67,77.01
30533,20260,expedite rich niches,1,7.48,7.48
30534,20620,extend strategic mindshare,3,24.21,72.63
30535,20883,utilize customized paradigms,4,26.11,104.44
30536,20797,optimize interactive applications,3,46.78,140.34
30537,20571,iterate dot-com action-items,2,33.85,67.7
30538,20125,aggregate efficient web services,3,19.02,57.06
30539,20354,orchestrate seamless models,1,28.64,28.64
30540,20273,leverage innovative e-markets,2,7.97,15.94
30541,20619,visualize intuitive portals,2,48.77,97.54
30542,20811,repurpose back-end web-readiness,1,21.2,21.2
30543,20245,repurpose intuitive architectures,4,26.5,106.0
30544,20848,evolve bricks-and-clicks partnerships,2,20.99,41.98
30545,20450,facilitate seamless architectures,4,35.71,142.84
30546,20930,syndicate virtual synergies,2,34.8,69.6
30547,20247,engineer transparent e-business,2,37.19,74.38
30548,20520,maximize vertical e-markets,4,17.07,68.28
30549,20141,enhance ubiquitous niches,2,19.21,38.42
30550,20362,unleash transparent initiatives,4,10.64,42.56
30551,20008,synthesize collaborative web services,1,34.5,34.5
30552,20478,integrate visionary e-markets,4,6.79,27.16
30553,20352,revolutionize customized schemas,1,31.9,31.9
30554,20996,engage web-enabled solutions,2,44.14,88.28
30555,20495,maximize world-class web services,4,45.09,180.36
30556,20606,transform real-time ROI,2,25.21,50.42
30557,20833,morph turn-key solutions,4,25.67,102.68
30558,20427,synthesize dynamic architectures,1,8.46,8.46
30559,20039,whiteboard world-class metrics,1,35.18,35.18
30560,20593,implement value-added platforms,4,41.96,167.84
30561,20187,synergize innovative web-readiness,1,16.01,16.01
30562,20596,generate front-end convergence,2,23.96,47.92
30563,20600,revolutionize frictionless solutions,2,42.75,85.5
30564,20754,re-contextualize granular systems,3,44.47,133.41
30565,20854,deliver dynamic action-items,1,15.94,15.94
30566,20093,target revolutionary relationships,2,29.78,59.56
30567,20086,architect cross-media paradigms,4,13.66,54.64
30568,20044,target rich technologies,1,9.58,9.58
30569,20137,enhance wireless networks,2,46.0,92.0
30570,20421,repurpose revolutionary experiences,1,41.92,41.92
30571,20074,enable killer eyeballs,4,39.2,156.8
30572,20548,target end-to-end convergence,2,7.19,14.38
30573,20613,target cross-platform mindshare,3,42.97,128.91
30574,20988,orchestrate rich ROI,3,24.71,74.13
30575,20512,whiteboard granular e-tailers,1,20.41,20.41
30576,20156,extend granular metrics,4,29.59,118.36
30577,20938,transition seamless partnerships,2,9.11,18.22
30578,20255,transform innovative models,4,39.05,156.2
30579,20171,syndicate killer deliverables,2,31.21,62.42
30580,20981,monetize front-end models,1,13.4,13.4
30581,20728,incentivize web-enabled channels,2,13.47,26.94
30582,20170,expedite extensible experiences,4,13.29,53.16
30583,20764,embrace interactive info-mediaries,4,7.57,30.28
30584,20872,e-enable dynamic e-markets,1,31.45,31.45
30585,20322,deploy holistic content,4,42.82,171.28
30586,20567,benchmark ubiquitous infrastructures,2,5.79,11.58
30587,20456,generate 24/7 web-readiness,1,7.21,7.21
30588,20944,maximize dot-com web-readiness,2,30.77,61.54
30589,20603,unleash visionary schemas,4,41.88,167.52
30590,20790,productize collaborative niches,1,19.7,19.7
30591,20613,cultivate clicks-and-mortar initiatives,2,20.73,41.46
30592,20155,e-enable world-class technologies,4,31.84,127.36
30593,20889,incubate e-business niches,4,17.34,69.36
30594,20349,redefine visionary technologies,3,6.2,18.6
30595,20451,architect killer paradigms,4,38.09,152.36
30596,20876,repurpose world-class web-readiness,2,33.15,66.3
30597,20653,leverage efficient e-business,1,31.13,31.13
30598,20173,benchmark next-generation content,3,38.38,115.14000000000001
30599,20010,deploy e-business channels,4,35.39,141.56
30600,20740,morph viral e-tailers,4,14.26,57.04
30601,20265,deliver 24/365 synergies,4,20.86,83.44
30602,20438,facilitate dot-com communities,2,10.67,21.34
30603,20760,synthesize magnetic e-services,3,10.84,32.519999999999996
30604,20247,strategize collaborative interfaces,2,35.43,70.86
30605,20667,utilize ubiquitous technologies,3,43.64,130.92000000000002
30606,20546,empower enterprise convergence,1,48.32,48.32
30607,20499,e-enable holistic niches,2,33.28,66.56
30608,20129,facilitate impactful applications,2,13.28,26.56
30609,20672,innovate e-business supply-chains,1,9.75,9.75
30610,20601,target clicks-and-mortar methodologies,3,41.58,124.74
30611,20605,incubate scalable communities,4,31.04,124.16
30612,20327,grow user-centric ROI,1,32.82,32.82
30613,20753,leverage proactive web services,4,40.17,160.68
30614,20835,visualize scalable web-readiness,4,36.65,146.6
30615,20980,brand compelling web-readiness,1,42.55,42.55
30616,20404,re-intermediate transparent action-items,3,7.53,22.59
30617,20629,architect granular technologies,4,38.64,154.56
30618,20606,implement proactive channels,1,43.29,43.29
30619,20675,envisioneer vertical niches,2,17.88,35.76
30620,20611,morph back-end markets,2,33.82,67.64
30621,20625,strategize back-end bandwidth,2,19.14,38.28
30622,20359,transform virtual convergence,1,48.11,48.11
30623,20603,redefine innovative systems,2,6.5,13.0
30624,20858,morph transparent deliverables,4,31.09,124.36
30625,20718,expedite end-to-end e-tailers,2,12.49,24.98
30626,20017,monetize viral experiences,2,37.05,74.1
30627,20274,redefine clicks-and-mortar functionalities,4,12.92,51.68
30628,20685,facilitate next-generation markets,2,15.59,31.18
30629,20116,innovate 24/7 technologies,4,27.25,109.0
30630,20861,utilize clicks-and-mortar e-markets,2,46.17,92.34
30631,20980,implement dynamic niches,4,14.53,58.12
30632,20693,implement dot-com infrastructures,2,11.49,22.98
30633,20091,exploit revolutionary users,4,39.15,156.6
30634,20082,envisioneer next-generation platforms,1,27.53,27.53
30635,20324,leverage collaborative technologies,4,46.03,184.12
30636,20961,innovate extensible info-mediaries,2,11.6,23.2
30637,20114,re-intermediate viral bandwidth,2,34.07,68.14
30638,20769,synergize proactive portals,3,15.48,46.44
30639,20058,generate front-end vortals,4,12.05,48.2
30640,20154,utilize impactful info-mediaries,1,35.75,35.75
30641,20877,benchmark 24/365 e-markets,4,31.72,126.88
30642,20404,utilize seamless deliverables,4,38.97,155.88
30643,20628,maximize best-of-breed methodologies,1,18.93,18.93
30644,20855,exploit magnetic platforms,4,25.16,100.64
30645,20266,optimize cross-platform web-readiness,1,23.25,23.25
30646,20315,grow web-enabled ROI,1,49.28,49.28
30647,20715,syndicate sticky platforms,4,18.15,72.6
30648,20041,streamline mission-critical functionalities,4,18.27,73.08
30649,20105,whiteboard enterprise partnerships,2,20.95,41.9
30650,20901,strategize efficient solutions,2,30.41,60.82
30651,20890,reinvent cutting-edge e-services,3,16.35,49.050000000000004
30652,20193,e-enable B2B mindshare,3,46.19,138.57
30653,20401,synthesize wireless e-commerce,4,16.96,67.84
30654,20278,visualize global content,1,45.31,45.31
30655,20354,seize revolutionary platforms,3,9.66,28.98
30656,20749,embrace leading-edge schemas,4,34.55,138.2
30657,20937,whiteboard impactful convergence,3,45.81,137.43
30658,20733,enhance 24/365 vortals,1,12.59,12.59
30659,20580,e-enable open-source paradigms,4,48.57,194.28
30660,20709,architect innovative architectures,1,25.38,25.38
30661,20256,transform virtual channels,4,47.56,190.24
30662,20651,repurpose wireless portals,3,35.46,106.38
30663,20824,re-intermediate 24/7 portals,2,18.57,37.14
30664,20947,deliver extensible e-services,3,13.47,40.410000000000004
30665,20661,integrate cutting-edge web services,3,18.67,56.010000000000005
30666,20099,unleash distributed users,2,9.19,18.38
30667,20588,incubate web-enabled platforms,2,11.47,22.94
30668,20282,disintermediate compelling relationships,4,9.71,38.84
30669,20883,syndicate revolutionary vortals,4,24.03,96.12
30670,20403,deliver enterprise supply-chains,1,40.8,40.8
30671,20109,architect efficient supply-chains,1,11.36,11.36
30672,20700,maximize front-end interfaces,3,10.86,32.58
30673,20199,maximize vertical e-business,2,33.95,67.9
30674,20303,deploy leading-edge technologies,1,13.87,13.87
30675,20327,unleash wireless e-tailers,3,9.39,28.17
30676,20154,synergize cutting-edge schemas,2,12.51,25.02
30677,20552,orchestrate frictionless users,4,46.57,186.28
30678,20645,synergize synergistic interfaces,3,41.97,125.91
30679,20405,harness B2C relationships,4,20.93,83.72
30680,20462,aggregate synergistic vortals,1,34.51,34.51
30681,20132,utilize enterprise ROI,1,29.18,29.18
30682,20791,disintermediate revolutionary platforms,2,35.47,70.94
30683,20874,engage integrated synergies,3,35.72,107.16
30684,20084,leverage cutting-edge systems,4,33.29,133.16
30685,20399,whiteboard revolutionary ROI,2,16.97,33.94
30686,20754,integrate compelling models,1,6.76,6.76
30687,20628,extend impactful e-services,1,25.5,25.5
30688,20109,aggregate 24/7 functionalities,3,45.09,135.27
30689,20221,deploy e-business relationships,4,30.63,122.52
30690,20904,transition extensible paradigms,3,42.46,127.38
30691,20553,re-intermediate holistic ROI,4,49.62,198.48
30692,20368,iterate clicks-and-mortar synergies,4,12.36,49.44
30693,20147,revolutionize open-source content,3,36.13,108.39000000000001
30694,20112,optimize dot-com partnerships,2,35.34,70.68
30695,20615,re-contextualize vertical applications,3,49.1,147.3
30696,20558,seize transparent functionalities,3,49.35,148.05
30697,20924,brand plug-and-play supply-chains,1,35.9,35.9
30698,20494,orchestrate granular platforms,1,15.96,15.96
30699,20505,incubate intuitive web services,3,40.94,122.82
30700,20475,cultivate global supply-chains,3,9.82,29.46
30701,20836,leverage web-enabled info-mediaries,1,40.13,40.13
30702,20890,iterate e-business ROI,4,45.96,183.84
30703,20271,maximize vertical supply-chains,3,22.23,66.69
30704,20995,seize open-source initiatives,2,33.38,66.76
30705,20421,extend leading-edge deliverables,2,24.36,48.72
30706,20897,drive user-centric communities,2,24.7,49.4
30707,20707,incentivize proactive channels,3,18.97,56.91
30708,20367,aggregate innovative partnerships,4,39.3,157.2
30709,20280,deploy world-class e-commerce,4,47.13,188.52
30710,20283,re-intermediate virtual ROI,1,47.33,47.33
30711,20040,revolutionize granular metrics,3,12.87,38.61
30712,20959,target magnetic methodologies,4,44.36,177.44
30713,20189,orchestrate cross-media niches,3,38.18,114.53999999999999
30714,20164,integrate scalable web-readiness,1,16.38,16.38
30715,20994,empower back-end partnerships,1,8.03,8.03
30716,20989,incubate viral systems,1,17.06,17.06
30717,20536,aggregate end-to-end action-items,2,46.05,92.1
30718,20536,engage front-end relationships,3,33.49,100.47
30719,20004,implement e-business methodologies,1,37.45,37.45
30720,20835,embrace B2C metrics,3,16.57,49.71
30721,20290,re-contextualize seamless users,2,37.37,74.74
30722,20953,incubate real-time users,2,6.27,12.54
30723,20433,re-intermediate collaborative synergies,1,21.89,21.89
30724,20471,leverage user-centric web-readiness,1,33.2,33.2
30725,20181,harness plug-and-play deliverables,4,11.57,46.28
30726,20248,deploy dot-com methodologies,3,42.04,126.12
30727,20628,empower back-end platforms,1,15.58,15.58
30728,20279,redefine cross-platform architectures,4,34.35,137.4
30729,20877,innovate rich interfaces,3,23.23,69.69
30730,20581,utilize extensible methodologies,1,31.82,31.82
30731,20863,brand compelling platforms,4,9.84,39.36
30732,20254,strategize B2C architectures,4,5.76,23.04
30733,20181,revolutionize web-enabled models,3,45.93,137.79
30734,20830,synthesize vertical schemas,4,17.13,68.52
30735,20681,re-contextualize efficient metrics,3,41.89,125.67
30736,20825,facilitate distributed e-markets,3,49.97,149.91
30737,20509,expedite one-to-one deliverables,3,14.51,43.53
30738,20761,facilitate proactive interfaces,2,16.93,33.86
30739,20700,enhance B2B portals,4,34.83,139.32
30740,20566,revolutionize compelling mindshare,3,48.45,145.35000000000002
30741,20326,syndicate customized eyeballs,1,46.21,46.21
30742,20357,brand value-added web-readiness,2,27.63,55.26
30743,20825,innovate open-source bandwidth,2,40.78,81.56
30744,20650,unleash customized initiatives,4,11.11,44.44
30745,20680,transform viral web-readiness,3,48.98,146.94
30746,20391,unleash impactful schemas,4,48.4,193.6
30747,20615,envisioneer seamless e-commerce,2,12.37,24.74
30748,20934,disintermediate extensible synergies,3,18.47,55.41
30749,20085,incubate sticky platforms,1,9.51,9.51
30750,20317,integrate innovative info-mediaries,3,17.23,51.69
30751,20212,revolutionize real-time communities,2,41.72,83.44
30752,20515,engage clicks-and-mortar e-business,1,22.02,22.02
30753,20384,morph interactive synergies,3,8.98,26.94
30754,20691,re-intermediate distributed supply-chains,1,20.4,20.4
30755,20342,iterate 24/7 partnerships,1,49.16,49.16
30756,20815,engage sticky paradigms,2,33.34,66.68
30757,20964,redefine proactive metrics,1,23.73,23.73
30758,20988,evolve next-generation mindshare,4,12.49,49.96
30759,20844,synergize revolutionary content,2,49.38,98.76
30760,20038,incentivize rich e-services,4,41.94,167.76
30761,20511,enable transparent web-readiness,1,17.67,17.67
30762,20420,target magnetic ROI,4,8.15,32.6
30763,20751,grow world-class info-mediaries,3,7.55,22.65
30764,20169,deploy scalable partnerships,1,10.42,10.42
30765,20965,empower viral schemas,3,31.13,93.39
30766,20909,exploit open-source ROI,4,46.79,187.16
30767,20343,cultivate dot-com web-readiness,3,27.35,82.05000000000001
30768,20826,orchestrate virtual users,1,42.93,42.93
30769,20306,target efficient e-services,3,25.06,75.17999999999999
30770,20542,deliver web-enabled models,4,36.89,147.56
30771,20702,synthesize web-enabled convergence,4,37.93,151.72
30772,20869,engineer end-to-end markets,4,12.83,51.32
30773,20537,optimize virtual systems,1,21.25,21.25
30774,20112,innovate mission-critical e-business,4,33.68,134.72
30775,20411,monetize real-time networks,1,8.18,8.18
30776,20947,target collaborative applications,3,21.27,63.81
30777,20206,synergize distributed e-tailers,4,29.07,116.28
30778,20185,engineer one-to-one infrastructures,3,49.83,149.49
30779,20382,enable plug-and-play infrastructures,2,26.35,52.7
30780,20496,syndicate cutting-edge networks,3,41.72,125.16
30781,20379,deploy transparent deliverables,2,24.44,48.88
30782,20047,engineer end-to-end users,3,40.84,122.52000000000001
30783,20886,enable global web-readiness,1,31.79,31.79
30784,20740,visualize e-business partnerships,3,44.9,134.7
30785,20551,re-intermediate B2C e-business,1,23.49,23.49
30786,20528,re-contextualize virtual web services,1,32.19,32.19
30787,20504,incentivize integrated networks,4,33.35,133.4
30788,20022,engineer integrated users,1,23.78,23.78
30789,20213,seize revolutionary paradigms,2,11.49,22.98
30790,20310,enhance cutting-edge convergence,4,9.21,36.84
30791,20661,re-intermediate granular deliverables,4,5.75,23.0
30792,20968,transform value-added e-tailers,3,44.31,132.93
30793,20753,generate innovative markets,1,15.64,15.64
30794,20272,redefine collaborative e-business,1,14.52,14.52
30795,20571,synthesize cross-platform architectures,2,38.12,76.24
30796,20799,envisioneer world-class applications,3,19.4,58.199999999999996
30797,20938,aggregate cross-media e-services,3,27.77,83.31
30798,20202,monetize innovative e-commerce,4,12.31,49.24
30799,20032,optimize B2B solutions,4,48.19,192.76
30800,20443,strategize global infrastructures,4,43.32,173.28
30801,20162,synthesize visionary content,2,43.87,87.74
30802,20767,synthesize bleeding-edge systems,2,23.3,46.6
30803,20254,unleash holistic systems,4,39.31,157.24
30804,20521,whiteboard B2C portals,3,11.47,34.410000000000004
30805,20977,implement bricks-and-clicks synergies,2,5.39,10.78
30806,20651,repurpose strategic synergies,3,5.9,17.700000000000003
30807,20480,optimize impactful platforms,3,31.4,94.19999999999999
30808,20010,synthesize dot-com solutions,1,25.49,25.49
30809,20726,iterate plug-and-play web services,4,28.31,113.24
30810,20505,visualize wireless paradigms,1,5.34,5.34
30811,20785,enhance cross-platform functionalities,4,24.02,96.08
30812,20836,unleash magnetic deliverables,4,37.31,149.24
30813,20560,seize cross-media partnerships,3,24.92,74.76
30814,20436,benchmark dynamic portals,4,37.95,151.8
30815,20111,facilitate impactful models,3,15.49,46.47
30816,20153,scale efficient bandwidth,3,41.59,124.77000000000001
30817,20635,generate e-business systems,4,31.48,125.92
30818,20917,deliver killer schemas,3,14.48,43.44
30819,20869,brand best-of-breed markets,3,15.65,46.95
30820,20102,extend revolutionary deliverables,3,33.26,99.78
30821,20753,extend granular relationships,2,42.35,84.7
30822,20833,incubate out-of-the-box applications,3,23.7,71.1
30823,20191,architect sticky convergence,2,16.62,33.24
30824,20729,scale cutting-edge paradigms,2,44.02,88.04
30825,20563,harness proactive technologies,3,35.12,105.35999999999999
30826,20804,utilize one-to-one relationships,3,25.16,75.48
30827,20081,enable turn-key e-services,2,26.96,53.92
30828,20489,expedite interactive supply-chains,2,14.19,28.38
30829,20895,matrix seamless action-items,3,33.21,99.63
30830,20088,transition enterprise partnerships,3,21.14,63.42
30831,20194,architect cutting-edge networks,4,49.8,199.2
30832,20104,whiteboard bricks-and-clicks users,2,26.61,53.22
30833,20783,drive end-to-end relationships,2,26.86,53.72
30834,20096,maximize transparent e-services,4,30.46,121.84
30835,20423,repurpose interactive networks,2,46.25,92.5
30836,20891,monetize back-end relationships,1,41.04,41.04
30837,20198,synergize B2B e-tailers,2,25.3,50.6
30838,20001,transform granular networks,4,37.34,149.36
30839,20407,embrace customized functionalities,1,31.38,31.38
30840,20378,exploit bricks-and-clicks e-business,3,27.16,81.48
30841,20167,productize out-of-the-box e-commerce,4,13.65,54.6
30842,20509,scale mission-critical web services,4,25.88,103.52
30843,20638,e-enable virtual eyeballs,3,16.06,48.17999999999999
30844,20313,enhance out-of-the-box partnerships,4,46.17,184.68
30845,20593,matrix virtual technologies,2,20.09,40.18
30846,20418,embrace 24/7 niches,3,47.85,143.55
30847,20763,expedite bricks-and-clicks systems,4,28.99,115.96
30848,20681,enhance value-added markets,3,33.42,100.26
30849,20477,brand end-to-end supply-chains,3,29.43,88.28999999999999
30850,20073,evolve out-of-the-box e-tailers,3,10.82,32.46
30851,20141,implement cutting-edge e-tailers,1,21.91,21.91
30852,20582,deliver 24/7 portals,4,9.46,37.84
30853,20262,extend scalable convergence,1,33.03,33.03
30854,20340,e-enable one-to-one e-commerce,4,25.11,100.44
30855,20308,innovate holistic models,2,40.01,80.02
30856,20245,utilize dynamic synergies,2,14.92,29.84
30857,20515,maximize dot-com vortals,2,12.41,24.82
30858,20337,strategize virtual architectures,4,23.28,93.12
30859,20575,syndicate value-added experiences,3,46.7,140.10000000000002
30860,20561,leverage wireless architectures,3,36.97,110.91
30861,20076,exploit turn-key vortals,1,23.85,23.85
30862,20880,leverage world-class eyeballs,1,28.28,28.28
30863,20175,engage clicks-and-mortar ROI,2,8.79,17.58
30864,20109,drive holistic ROI,1,49.31,49.31
30865,20183,extend B2B bandwidth,4,34.99,139.96
30866,20192,visualize best-of-breed niches,4,17.84,71.36
30867,20065,morph collaborative users,1,31.36,31.36
30868,20849,benchmark next-generation interfaces,1,9.93,9.93
30869,20963,morph enterprise portals,1,48.46,48.46
30870,20474,embrace bricks-and-clicks experiences,1,12.87,12.87
30871,20783,revolutionize efficient interfaces,2,34.16,68.32
30872,20100,enable leading-edge e-commerce,2,16.05,32.1
30873,20544,facilitate e-business niches,1,37.29,37.29
30874,20864,deploy back-end e-commerce,4,39.96,159.84
30875,20128,strategize front-end experiences,2,35.3,70.6
30876,20452,revolutionize back-end architectures,4,32.65,130.6
30877,20914,maximize cross-media infrastructures,3,45.16,135.48
30878,20369,grow strategic schemas,4,8.54,34.16
30879,20851,leverage ubiquitous channels,1,19.89,19.89
30880,20043,unleash seamless paradigms,3,16.17,48.510000000000005
30881,20884,implement frictionless functionalities,2,49.46,98.92
30882,20419,deliver plug-and-play functionalities,2,22.52,45.04
30883,20488,iterate bricks-and-clicks architectures,3,37.97,113.91
30884,20078,transition vertical e-commerce,4,35.81,143.24
30885,20826,target out-of-the-box convergence,2,14.54,29.08
30886,20801,monetize back-end systems,1,15.75,15.75
30887,20270,harness scalable action-items,3,17.66,52.980000000000004
30888,20674,aggregate next-generation web services,1,23.5,23.5
30889,20701,transition bleeding-edge vortals,3,15.54,46.62
30890,20759,whiteboard global channels,2,5.88,11.76
30891,20900,productize collaborative niches,4,44.57,178.28
30892,20728,synergize synergistic channels,3,48.45,145.35000000000002
30893,20315,architect dynamic infrastructures,3,20.37,61.11
30894,20925,integrate efficient vortals,1,20.23,20.23
30895,20851,envisioneer dot-com metrics,2,5.32,10.64
30896,20902,re-intermediate collaborative communities,1,35.61,35.61
30897,20889,incubate front-end niches,2,42.14,84.28
30898,20993,mesh web-enabled supply-chains,1,11.6,11.6
30899,20945,repurpose best-of-breed networks,3,12.18,36.54
30900,20168,evolve granular e-services,1,40.55,40.55
30901,20339,morph integrated synergies,4,32.73,130.92
30902,20193,generate user-centric supply-chains,2,7.02,14.04
30903,20453,architect customized bandwidth,2,33.01,66.02
30904,20283,revolutionize visionary ROI,3,18.9,56.699999999999996
30905,20336,utilize enterprise niches,2,21.59,43.18
30906,20390,evolve robust synergies,4,39.64,158.56
30907,21000,deploy value-added architectures,1,41.49,41.49
30908,20525,synergize revolutionary info-mediaries,3,23.02,69.06
30909,20240,empower granular channels,4,47.62,190.48
30910,20832,utilize global solutions,2,23.29,46.58
30911,20958,monetize dynamic e-commerce,2,39.73,79.46
30912,20483,expedite seamless metrics,4,26.77,107.08
30913,20659,implement intuitive e-commerce,1,45.39,45.39
30914,20716,unleash intuitive schemas,1,45.85,45.85
30915,20592,embrace real-time supply-chains,3,8.93,26.79
30916,20891,scale transparent eyeballs,2,47.14,94.28
30917,20555,seize 24/7 content,4,42.15,168.6
30918,20458,utilize bricks-and-clicks technologies,1,40.61,40.61
30919,20089,harness turn-key systems,3,14.04,42.12
30920,20660,cultivate enterprise infrastructures,2,41.23,82.46
30921,20095,utilize cutting-edge e-commerce,2,43.26,86.52
30922,20452,cultivate bricks-and-clicks markets,3,18.01,54.03
30923,20428,syndicate cross-platform synergies,3,47.85,143.55
30924,20151,disintermediate plug-and-play schemas,1,7.24,7.24
30925,20514,transition real-time networks,4,11.75,47.0
30926,20376,enable revolutionary action-items,2,29.19,58.38
30927,20022,morph web-enabled bandwidth,4,30.91,123.64
30928,20883,engage revolutionary web-readiness,2,34.03,68.06
30929,20313,empower sticky convergence,2,5.76,11.52
30930,20997,architect plug-and-play niches,4,48.22,192.88
30931,20840,brand real-time systems,3,7.01,21.03
30932,20519,reinvent integrated networks,1,11.44,11.44
30933,20206,target virtual portals,2,5.63,11.26
30934,20952,grow viral vortals,3,30.51,91.53
30935,20375,target plug-and-play eyeballs,2,46.95,93.9
30936,20451,engage integrated info-mediaries,1,34.97,34.97
30937,20626,leverage visionary web-readiness,2,42.02,84.04
30938,20784,streamline e-business users,1,5.6,5.6
30939,20595,target e-business synergies,1,29.39,29.39
30940,20179,expedite impactful markets,2,25.68,51.36
30941,20210,incentivize intuitive info-mediaries,2,27.45,54.9
30942,20500,embrace revolutionary web-readiness,1,8.25,8.25
30943,20464,maximize global bandwidth,3,35.8,107.39999999999999
30944,20840,empower revolutionary communities,4,27.64,110.56
30945,20124,revolutionize global supply-chains,1,39.43,39.43
30946,20993,envisioneer vertical infrastructures,2,26.84,53.68
30947,20113,integrate cutting-edge users,2,11.72,23.44
30948,20012,whiteboard vertical relationships,3,34.17,102.51
30949,20126,generate value-added vortals,4,12.76,51.04
30950,20565,repurpose leading-edge channels,1,44.26,44.26
30951,20331,revolutionize interactive interfaces,1,32.59,32.59
30952,20901,orchestrate cross-media systems,4,12.07,48.28
30953,20283,implement user-centric synergies,1,48.31,48.31
30954,20140,optimize leading-edge convergence,4,28.33,113.32
30955,20401,evolve web-enabled deliverables,2,8.28,16.56
30956,20902,optimize visionary partnerships,4,33.21,132.84
30957,20097,generate efficient experiences,1,16.39,16.39
30958,20517,re-intermediate revolutionary interfaces,4,41.17,164.68
30959,20569,syndicate best-of-breed metrics,3,41.8,125.39999999999999
30960,20924,re-intermediate viral paradigms,2,49.05,98.1
30961,20846,optimize plug-and-play architectures,2,27.58,55.16
30962,20069,orchestrate virtual bandwidth,4,25.47,101.88
30963,20118,morph sticky methodologies,1,38.91,38.91
30964,20888,engage user-centric ROI,3,10.96,32.88
30965,20059,matrix B2C metrics,2,29.61,59.22
30966,20033,whiteboard cross-platform e-services,2,29.58,59.16
30967,20318,revolutionize extensible supply-chains,1,9.03,9.03
30968,20050,utilize mission-critical methodologies,1,23.81,23.81
30969,20880,redefine revolutionary initiatives,3,43.4,130.2
30970,20489,drive innovative markets,4,43.53,174.12
30971,20019,extend synergistic communities,1,9.47,9.47
30972,20726,whiteboard integrated platforms,4,9.08,36.32
30973,20197,drive dynamic eyeballs,3,16.82,50.46
30974,20891,incentivize revolutionary synergies,4,44.36,177.44
30975,20450,maximize enterprise models,2,10.8,21.6
30976,20990,syndicate bricks-and-clicks networks,4,37.4,149.6
30977,20559,evolve B2C initiatives,3,9.55,28.650000000000002
30978,20679,envisioneer distributed info-mediaries,3,33.04,99.12
30979,20452,engineer e-business communities,3,21.02,63.06
30980,20289,e-enable customized metrics,4,40.5,162.0
30981,20141,facilitate intuitive channels,2,15.52,31.04
30982,20084,deploy B2B e-business,1,33.76,33.76
30983,20694,re-contextualize transparent vortals,2,15.61,31.22
30984,20391,e-enable dot-com metrics,4,37.11,148.44
30985,20591,redefine user-centric ROI,4,44.32,177.28
30986,20215,syndicate seamless e-commerce,1,10.71,10.71
30987,20526,target value-added networks,4,44.0,176.0
30988,20215,synthesize synergistic supply-chains,3,31.71,95.13
30989,20403,seize frictionless schemas,3,10.72,32.160000000000004
30990,20128,leverage distributed e-services,3,24.24,72.72
30991,20822,unleash end-to-end deliverables,3,12.24,36.72
30992,20477,optimize visionary e-markets,3,36.52,109.56
30993,20760,monetize seamless models,4,39.15,156.6
30994,20404,syndicate frictionless eyeballs,1,9.76,9.76
30995,20029,productize mission-critical schemas,1,27.78,27.78
30996,20792,architect frictionless deliverables,3,41.66,124.97999999999999
30997,20338,evolve cutting-edge systems,4,47.13,188.52
30998,20831,synergize open-source paradigms,2,28.11,56.22
30999,20714,empower cross-platform methodologies,2,47.76,95.52
31000,20361,synergize front-end channels,4,29.11,116.44
31001,20569,transition efficient models,3,22.74,68.22
31002,20392,incubate efficient solutions,1,43.17,43.17
31003,20218,evolve global infrastructures,4,27.18,108.72
31004,20574,optimize integrated systems,2,26.24,52.48
31005,20669,benchmark holistic relationships,2,27.06,54.12
31006,20202,syndicate vertical convergence,2,43.11,86.22
31007,20017,facilitate cross-media e-commerce,3,42.44,127.32
31008,20322,optimize scalable applications,2,23.16,46.32
31009,20518,unleash revolutionary methodologies,4,20.0,80.0
31010,20570,synergize granular interfaces,4,27.14,108.56
31011,20325,grow virtual metrics,2,30.77,61.54
31012,20412,reinvent vertical supply-chains,4,15.73,62.92
31013,20318,transform global networks,2,40.73,81.46
31014,20681,empower ubiquitous portals,2,26.89,53.78
31015,20965,engineer turn-key supply-chains,1,20.03,20.03
31016,20082,monetize clicks-and-mortar schemas,3,9.81,29.43
31017,20474,engineer clicks-and-mortar architectures,3,15.75,47.25
